Student ID,Name,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location
8561,Nikhil Roy,Male,2024,"Embedded Systems, C++, Python, Networking, Web Dev (Full Stack)",2,3,2,,,,0,Yes,AI/ML,Kolkata
8562,Ananya Pillai,Female,2023,"Python, ML/AI, Data Science, UI/UX Design",1,2,2,,,,0,No,,Hyderabad
8563,Saanvi Mishra,Female,2023,Java,3,5,2,,,,0,Yes,Cybersecurity,Chennai
8564,Neha Patel,Female,2024,"Cloud (AWS/Azure/GCP), Networking",0,6,2,Adobe,Established,Consulting,2008717,No,,Jaipur
8565,Sona Nair,Female,2025,"Embedded Systems, ML/AI, Blockchain, UI/UX Design, Python",0,8,2,Cisco,Established,EdTech,1194815,No,,Mumbai
8566,Aryan Kaur,Male,2025,"Cybersecurity, Digital Marketing, Java, Networking, Python",2,10,2,Paytm,Startup,Automotive,630722,No,,Chennai
8567,Manish Sharma,Male,2025,"Networking, DevOps, Python",2,5,1,,,,0,Yes,MBA,Hyderabad
8568,Suresh Yadav,Male,2023,"Digital Marketing, Web Dev (Full Stack), Cybersecurity, Java, Networking",1,8,2,Tech Mahindra,Established,FinTech,1976103,Yes,PhD,Hyderabad
8569,Vikas Mehta,Male,2025,"Web Dev (Full Stack), Networking",2,6,2,Swiggy,Startup,EdTech,789960,No,,Pune
8570,Ankit Roy,Male,2022,"Networking, Cybersecurity",0,6,3,HCLTech,Established,Logistics,300000,No,,Jaipur
8571,Jyoti Sharma,Female,2022,"Cybersecurity, ML/AI, DevOps",0,7,4,Microsoft,Established,Manufacturing,1900908,No,,Delhi
8572,Rohan Roy,Male,2025,"Data Science, Blockchain, Web Dev (Full Stack), DevOps, Digital Marketing",0,2,2,,,,0,Yes,AI/ML,Kolkata
8573,Dev Yadav,Male,2024,"ML/AI, Java, UI/UX Design, Embedded Systems, Web Dev (Full Stack)",1,5,3,Tech Mahindra,Established,IT Services,330378,No,,Ahmedabad
8574,Pari Kaur,Female,2025,"Data Science, Digital Marketing, Networking",0,10,1,Meta,Established,Logistics,1118009,No,,Pune
8575,Aarohi Reddy,Female,2023,"Embedded Systems, ML/AI, Data Science, Digital Marketing, Web Dev (Full Stack)",0,5,3,Paytm,Startup,Healthcare,589327,No,,Bangalore
8576,Zara Pillai,Female,2023,"Digital Marketing, ML/AI",0,8,4,Google,Established,EdTech,3088675,No,,Bangalore
8577,Diya Mishra,Female,2025,"Digital Marketing, Python",0,10,2,Google,Established,Automotive,1217166,No,,Mumbai
8578,Dev Ghosal,Male,2024,"Data Science, Java, Networking, Cloud (AWS/Azure/GCP), UI/UX Design",2,5,3,Amazon,Established,Automotive,1345546,No,,Delhi
8579,Aditya Pillai,Male,2024,"Data Science, Python, Networking",1,3,0,,,,0,Yes,MS (USA/EU),Kolkata
8580,Aarav Prakash,Male,2024,"ML/AI, Data Science, UI/UX Design, Blockchain, Java",0,10,3,Adobe,Established,Healthcare,1494141,No,,Pune
8581,Nikhil Kaur,Male,2022,Python,0,5,4,Flipkart,Established,IT Services,1143408,No,,Pune
8582,Kavita Chakraborty,Female,2022,"ML/AI, Java, Embedded Systems, UI/UX Design",0,4,3,TCS,Established,Consulting,798009,No,,Mumbai
8583,Ankit Jain,Male,2023,"Cloud (AWS/Azure/GCP), Networking, Data Science, DevOps",2,9,4,Swiggy,Startup,EdTech,601048,No,,Jaipur
8584,Pooja Kaur,Female,2023,"Networking, Cloud (AWS/Azure/GCP)",0,7,4,Wipro,Established,Consulting,1489534,No,,Bangalore
8585,Pooja Kaur,Female,2025,"Web Dev (Full Stack), DevOps",1,7,3,Infosys,Established,Consulting,864699,No,,Mumbai
8586,Tanu Sharma,Female,2025,"Java, Cybersecurity, UI/UX Design",0,6,3,Amazon,Established,Automotive,2045496,No,,Chennai
8587,Deepa Das,Female,2024,"Cybersecurity, Networking, DevOps, Blockchain, Python",0,6,4,Tech Mahindra,Established,Automotive,1305056,No,,Hyderabad
8588,Rajesh Singh,Male,2022,"Blockchain, Python",0,6,1,Microsoft,Established,Consulting,852934,No,,Kolkata
8589,Ankit Prakash,Male,2023,"UI/UX Design, Networking, Cloud (AWS/Azure/GCP), Embedded Systems",2,5,2,,,,0,Yes,M.Tech,Mumbai
8590,Aanya Tiwari,Female,2025,"Embedded Systems, DevOps",0,3,2,HCLTech,Established,EdTech,1980835,Yes,PhD,Jaipur
8591,Sunil Das,Male,2022,"Cybersecurity, DevOps, Web Dev (Full Stack), Java",0,3,4,Adobe,Established,Consulting,1433821,No,,Ahmedabad
8592,Ananya Tiwari,Female,2024,"Data Science, Networking, Cybersecurity, Blockchain",0,8,4,HCLTech,Established,FinTech,1053811,No,,Kolkata
8593,Shreya Mishra,Female,2022,Web Dev (Full Stack),1,1,0,,,,0,Yes,MS (USA/EU),Pune
8594,Aarav Gupta,Male,2025,"DevOps, Data Science, Blockchain",1,10,1,Dr. Reddy's Labs,Established,Healthcare,1188549,No,,Hyderabad
8595,Meera Pillai,Female,2023,"Networking, Web Dev (Full Stack)",0,4,2,Google,Established,IT Services,1058328,No,,Ahmedabad
8596,Sia Reddy,Female,2025,"ML/AI, Cloud (AWS/Azure/GCP), DevOps",2,6,4,Infosys,Established,IT Services,1141952,No,,Kolkata
8597,Kirti Reddy,Female,2025,"DevOps, Embedded Systems, ML/AI, C++",2,9,3,Tata Motors,Established,Healthcare,2227327,No,,Pune
8598,Manish Nair,Male,2025,"Embedded Systems, Networking, Cloud (AWS/Azure/GCP), Blockchain",0,3,2,,,,0,Yes,Data Science,Delhi
8599,Aryan Nair,Male,2024,"Cybersecurity, Embedded Systems, Blockchain",2,4,2,,,,0,Yes,MS (USA/EU),Hyderabad
8600,Kunal Ghosal,Male,2024,"DevOps, Data Science",1,9,1,Tech Mahindra,Established,EdTech,588921,No,,Kolkata
8601,Saanvi Verma,Female,2025,"Web Dev (Full Stack), C++",1,6,4,Microsoft,Established,Healthcare,589148,Yes,MS (USA/EU),Hyderabad
8602,Shaurya Yadav,Male,2022,"Embedded Systems, Networking, Cloud (AWS/Azure/GCP), Web Dev (Full Stack), Digital Marketing",0,5,3,Cisco,Established,E-commerce,2486132,No,,Mumbai
8603,Saanvi Singh,Female,2023,"Blockchain, Cloud (AWS/Azure/GCP), Java",0,6,1,Amazon,Established,Healthcare,1832246,No,,Bangalore
8604,Dhruv Pillai,Male,2023,"DevOps, Java",1,5,2,Microsoft,Established,EdTech,1197696,Yes,MBA,Hyderabad
8605,Pooja Pillai,Female,2022,"C++, Digital Marketing, UI/UX Design",0,3,3,Microsoft,Established,Logistics,1866932,No,,Bangalore
8606,Ananya Mehta,Female,2022,"Cybersecurity, DevOps, Data Science",2,7,4,Byju's,Startup,Logistics,611539,No,,Kolkata
8607,Kiara Das,Female,2022,"Cloud (AWS/Azure/GCP), DevOps",0,9,3,Tech Mahindra,Established,Logistics,1910552,No,,Pune
8608,Kunal Roy,Male,2024,"DevOps, Python, Cybersecurity",0,4,3,Tech Mahindra,Established,Consulting,1777586,Yes,M.Tech,Mumbai
8609,Kirti Kaur,Female,2024,"UI/UX Design, Cloud (AWS/Azure/GCP), Cybersecurity, Java, ML/AI",1,4,3,Wipro,Established,FinTech,1204200,No,,Hyderabad
8610,Myra Jain,Female,2025,"Embedded Systems, Cybersecurity, Networking",1,7,3,Adobe,Established,IT Services,1135782,No,,Delhi
8611,Pooja Tiwari,Female,2023,"UI/UX Design, Data Science",1,8,2,HCLTech,Established,Consulting,1784119,No,,Delhi
8612,Diya Pillai,Female,2025,"Embedded Systems, C++, Cybersecurity, Python, Cloud (AWS/Azure/GCP)",0,6,3,Tata Motors,Established,EdTech,1749953,No,,Chennai
8613,Deepa Pillai,Female,2022,ML/AI,0,9,4,Google,Established,Healthcare,300000,No,,Bangalore
8614,Meera Singh,Female,2025,"Blockchain, Python",3,4,0,,,,0,Yes,AI/ML,Mumbai
8615,Siddharth Prakash,Male,2025,"Digital Marketing, C++, Data Science, ML/AI, Networking",0,5,3,Capgemini,Established,Manufacturing,1533216,No,,Mumbai
8616,Dev Singh,Male,2025,"Data Science, Cloud (AWS/Azure/GCP), Cybersecurity",2,4,3,Ola,Startup,Healthcare,797013,No,,Ahmedabad
8617,Tanu Gupta,Female,2023,"Web Dev (Full Stack), Blockchain",0,6,3,Paytm,Startup,E-commerce,302377,No,,Ahmedabad
8618,Pari Pillai,Female,2022,"Python, Digital Marketing, Data Science",0,7,4,Infosys,Established,FinTech,1232828,No,,Kolkata
8619,Aanya Singh,Female,2024,"Digital Marketing, Cybersecurity, Blockchain",1,10,2,Dream11,Startup,E-commerce,642328,No,,Chennai
8620,Diya Tiwari,Female,2025,"Data Science, ML/AI",0,6,4,Jio Platforms,Established,Consulting,1746946,No,,Bangalore
8621,Vikas Kaur,Male,2024,"DevOps, Digital Marketing, Web Dev (Full Stack)",1,3,1,Capgemini,Established,FinTech,1632412,No,,Chennai
8622,Deepa Mehta,Female,2023,"Blockchain, DevOps, Cloud (AWS/Azure/GCP)",0,2,1,,,,0,Yes,Data Science,Bangalore
8623,Dev Chakraborty,Male,2024,"C++, ML/AI",1,3,4,Google,Established,E-commerce,1796118,No,,Mumbai
8624,Gaurav Kumar,Male,2024,"Cloud (AWS/Azure/GCP), DevOps",3,2,1,,,,0,No,,Pune
8625,Amit Jain,Male,2025,"Blockchain, DevOps, Cybersecurity",1,10,4,Dr. Reddy's Labs,Established,Automotive,744774,Yes,Data Science,Mumbai
8626,Jyoti Jain,Female,2025,"Cybersecurity, ML/AI",0,4,1,Swiggy,Startup,Healthcare,836078,No,,Chennai
8627,Diya Mishra,Female,2024,"ML/AI, Digital Marketing",0,5,2,,,,0,Yes,PhD,Delhi
8628,Sunil Roy,Male,2025,"Cloud (AWS/Azure/GCP), UI/UX Design, Cybersecurity",0,9,2,Dr. Reddy's Labs,Established,Consulting,2654737,No,,Pune
8629,Saanvi Ghosal,Female,2024,"Cybersecurity, ML/AI, DevOps, UI/UX Design",2,3,3,Infosys,Established,FinTech,1058078,No,,Ahmedabad
8630,Reyansh Mishra,Male,2024,"Web Dev (Full Stack), DevOps, Python",0,5,3,Tech Mahindra,Established,Manufacturing,1647079,No,,Delhi
8631,Aanya Ghosal,Female,2023,"Cloud (AWS/Azure/GCP), Digital Marketing, C++, UI/UX Design",0,4,2,,,,0,Yes,AI/ML,Mumbai
8632,Saanvi Kaur,Female,2024,"ML/AI, Digital Marketing, Embedded Systems, C++, UI/UX Design",0,3,1,,,,0,No,,Jaipur
8633,Krish Chakraborty,Male,2024,UI/UX Design,0,6,1,Tata Motors,Established,IT Services,1000296,No,,Kolkata
8634,Ankit Tiwari,Male,2023,"Embedded Systems, Cybersecurity, Data Science",1,2,2,,,,0,No,,Chennai
8635,Saanvi Patel,Female,2024,"Web Dev (Full Stack), Digital Marketing, Networking, Embedded Systems",0,4,1,,,,0,No,,Ahmedabad
8636,Diya Chakraborty,Female,2024,"UI/UX Design, Data Science",2,3,4,Dr. Reddy's Labs,Established,Manufacturing,1458184,No,,Pune
8637,Suresh Verma,Male,2023,Data Science,0,5,1,,,,0,Yes,Cybersecurity,Hyderabad
8638,Zara Nair,Female,2022,"Digital Marketing, DevOps",0,5,3,Paytm,Startup,EdTech,406838,No,,Hyderabad
8639,Manish Mishra,Male,2023,"Embedded Systems, ML/AI, Web Dev (Full Stack)",3,5,4,Jio Platforms,Established,Automotive,1981650,No,,Mumbai
8640,Vivaan Ghosal,Male,2025,"UI/UX Design, Web Dev (Full Stack), C++, Data Science, Embedded Systems",1,10,1,Infosys,Established,Logistics,2410972,No,,Kolkata
8641,Aarav Sharma,Male,2024,"Digital Marketing, ML/AI, Cloud (AWS/Azure/GCP), C++",2,6,4,Adobe,Established,EdTech,1687184,No,,Hyderabad
8642,Vikas Gupta,Male,2022,"Networking, Data Science, DevOps, UI/UX Design",3,2,0,,,,0,No,,Jaipur
8643,Pooja Das,Female,2024,"UI/UX Design, Cybersecurity, Digital Marketing",0,3,3,Cognizant,Established,E-commerce,728540,No,,Kolkata
8644,Kirti Gupta,Female,2024,"Networking, UI/UX Design",0,6,2,Ola,Startup,IT Services,667398,No,,Delhi
8645,Reyansh Pillai,Male,2024,"Web Dev (Full Stack), ML/AI",0,10,0,Flipkart,Established,Consulting,2230697,No,,Kolkata
8646,Sunil Yadav,Male,2022,"Blockchain, Java, Web Dev (Full Stack)",1,7,3,Ola,Startup,Manufacturing,822794,No,,Hyderabad
8647,Rahul Kumar,Male,2022,"DevOps, Python",1,5,1,,,,0,Yes,PhD,Jaipur
8648,Diya Das,Female,2024,"Data Science, UI/UX Design",3,5,3,L&T Technology Services,Established,Healthcare,1117937,No,,Jaipur
8649,Rohan Gupta,Male,2024,"Web Dev (Full Stack), Cloud (AWS/Azure/GCP), UI/UX Design, ML/AI",0,10,2,L&T Technology Services,Established,FinTech,2038188,No,,Ahmedabad
8650,Aarohi Nair,Female,2023,"ML/AI, Cloud (AWS/Azure/GCP)",0,9,3,Ola,Startup,EdTech,906583,No,,Chennai
8651,Kunal Chakraborty,Male,2022,"Data Science, Cloud (AWS/Azure/GCP)",2,4,0,,,,0,Yes,M.Tech,Delhi
8652,Sunil Prakash,Male,2025,"Data Science, UI/UX Design",0,6,4,Paytm,Startup,Logistics,300000,Yes,Data Science,Kolkata
8653,Sona Tiwari,Female,2022,"Python, Networking, UI/UX Design, ML/AI, Web Dev (Full Stack)",1,9,4,L&T Technology Services,Established,EdTech,796245,No,,Kolkata
8654,Reyansh Singh,Male,2025,"Digital Marketing, Cybersecurity, Java, Embedded Systems, Data Science",2,5,3,Byju's,Startup,E-commerce,678720,No,,Jaipur
8655,Gaurav Sharma,Male,2022,"Data Science, C++",2,7,2,Swiggy,Startup,Healthcare,437673,No,,Delhi
8656,Smita Kumar,Female,2025,"C++, DevOps, UI/UX Design",0,7,3,Adobe,Established,Automotive,300000,No,,Hyderabad
8657,Rahul Sharma,Male,2024,"DevOps, ML/AI, Blockchain",0,8,2,TCS,Established,EdTech,1096861,No,,Bangalore
8658,Krish Patel,Male,2022,"Java, Web Dev (Full Stack), Digital Marketing, Data Science",0,3,1,,,,0,Yes,PhD,Delhi
8659,Zara Gupta,Female,2024,"Cybersecurity, DevOps, Java, Embedded Systems",0,1,1,,,,0,Yes,M.Tech,Pune
8660,Rani Gupta,Female,2025,"Embedded Systems, Web Dev (Full Stack)",0,6,3,Byju's,Startup,EdTech,523951,No,,Chennai
8661,Kavita Sharma,Female,2025,"Blockchain, Embedded Systems, Cybersecurity, Networking, DevOps",2,10,1,Capgemini,Established,FinTech,2089878,No,,Kolkata
8662,Pari Mishra,Female,2024,"Cloud (AWS/Azure/GCP), DevOps, C++",1,5,3,Infosys,Established,Consulting,1072356,No,,Mumbai
8663,Rahul Das,Male,2023,"Data Science, DevOps, C++, Web Dev (Full Stack), Java",2,1,2,,,,0,Yes,PhD,Bangalore
8664,Kiara Singh,Female,2023,"Embedded Systems, Digital Marketing",1,8,4,Zomato,Startup,Healthcare,506384,No,,Delhi
8665,Pooja Das,Female,2024,"Cloud (AWS/Azure/GCP), Embedded Systems, Java",1,7,3,Tata Motors,Established,FinTech,944071,No,,Kolkata
8666,Priyanshu Singh,Male,2025,"DevOps, Data Science, UI/UX Design, Java, Blockchain",1,10,1,Swiggy,Startup,Manufacturing,457812,No,,Ahmedabad
8667,Kiara Roy,Female,2023,"Web Dev (Full Stack), Python, Cybersecurity, C++, DevOps",3,4,2,Capgemini,Established,Manufacturing,1394253,Yes,PhD,Kolkata
8668,Sunil Singh,Male,2023,"ML/AI, DevOps",1,9,3,Paytm,Startup,Manufacturing,727022,No,,Bangalore
8669,Aryan Roy,Male,2022,"Web Dev (Full Stack), Java, DevOps, Data Science",1,7,2,Swiggy,Startup,Consulting,339307,No,,Chennai
8670,Myra Gupta,Female,2023,"Data Science, Python, Web Dev (Full Stack)",1,2,1,,,,0,No,,Bangalore
8671,Myra Sharma,Female,2025,"Java, C++, UI/UX Design",0,5,3,Oracle,Established,FinTech,1687813,No,,Hyderabad
8672,Kirti Ghosal,Female,2023,"Embedded Systems, Data Science",1,8,3,Capgemini,Established,Logistics,1604352,No,,Kolkata
8673,Krish Kaur,Male,2023,"Embedded Systems, Digital Marketing, Networking",1,5,1,Oracle,Established,IT Services,942727,No,,Bangalore
8674,Myra Roy,Female,2023,"Networking, Cloud (AWS/Azure/GCP), Web Dev (Full Stack)",3,3,0,,,,0,Yes,M.Tech,Bangalore
8675,Rohan Das,Male,2022,Python,3,6,3,Adobe,Established,Consulting,2147617,No,,Pune
8676,Nikhil Chakraborty,Male,2024,"Cybersecurity, C++, Java",0,7,4,Swiggy,Startup,Manufacturing,1418386,No,,Bangalore
8677,Smita Mehta,Female,2024,"Blockchain, Web Dev (Full Stack), Python, Embedded Systems",0,4,2,Paytm,Startup,Healthcare,561637,No,,Kolkata
8678,Sona Mehta,Female,2024,"C++, Networking, Digital Marketing",3,6,3,Ola,Startup,Automotive,1089927,No,,Hyderabad
8679,Kirti Kaur,Female,2023,"UI/UX Design, C++, Digital Marketing, Data Science, Web Dev (Full Stack)",0,10,3,Adobe,Established,Automotive,2512294,No,,Bangalore
8680,Vivaan Kaur,Male,2022,"Data Science, DevOps, Python, Cloud (AWS/Azure/GCP), ML/AI",0,3,1,,,,0,No,,Mumbai
8681,Smita Pillai,Female,2025,"Cybersecurity, UI/UX Design, Blockchain, Java",0,8,4,Dr. Reddy's Labs,Established,Healthcare,300000,No,,Hyderabad
8682,Ankit Yadav,Male,2022,"Python, C++, Cybersecurity",1,5,3,Infosys,Established,Automotive,1649774,No,,Bangalore
8683,Rajesh Verma,Male,2023,"Digital Marketing, Java, Blockchain, Networking, Cloud (AWS/Azure/GCP)",1,10,2,Jio Platforms,Established,IT Services,1166981,No,,Hyderabad
8684,Yash Das,Male,2025,"Digital Marketing, UI/UX Design, DevOps, Networking, Cybersecurity",3,7,3,Adobe,Established,IT Services,300000,No,,Mumbai
8685,Vikas Yadav,Male,2024,C++,0,4,3,Ola,Startup,EdTech,1141499,No,,Bangalore
8686,Diya Chakraborty,Female,2024,"Digital Marketing, Embedded Systems, Web Dev (Full Stack), UI/UX Design",0,5,3,Cognizant,Established,Logistics,1497566,No,,Bangalore
8687,Kunal Tiwari,Male,2023,"C++, ML/AI, Blockchain, DevOps, UI/UX Design",0,9,0,TCS,Established,IT Services,1439633,No,,Pune
8688,Aarav Prakash,Male,2025,"UI/UX Design, Cloud (AWS/Azure/GCP), Python, DevOps, Digital Marketing",2,2,2,,,,0,Yes,MBA,Pune
8689,Neha Reddy,Female,2022,"Digital Marketing, UI/UX Design, Data Science",0,7,3,Oracle,Established,E-commerce,2286230,No,,Ahmedabad
8690,Smita Patel,Female,2022,"ML/AI, Web Dev (Full Stack), Blockchain",0,4,3,Flipkart,Established,Manufacturing,507964,No,,Bangalore
8691,Manish Ghosal,Male,2023,"DevOps, Digital Marketing, Networking, Cybersecurity, Embedded Systems",2,6,2,Adobe,Established,Healthcare,1123062,No,,Pune
8692,Pari Sharma,Female,2022,"Java, Data Science",0,3,2,Infosys,Established,EdTech,1948002,No,,Chennai
8693,Riya Mehta,Female,2023,"Digital Marketing, C++, Blockchain, Cybersecurity, Web Dev (Full Stack)",0,6,4,Oracle,Established,Healthcare,3375140,No,,Mumbai
8694,Aditya Kumar,Male,2022,ML/AI,1,5,4,Amazon,Established,EdTech,1940592,No,,Hyderabad
8695,Rajesh Yadav,Male,2024,Cloud (AWS/Azure/GCP),1,2,2,,,,0,Yes,Data Science,Jaipur
8696,Diya Gupta,Female,2024,"Networking, Web Dev (Full Stack), Digital Marketing, Java, Data Science",0,7,3,TCS,Established,Logistics,1967194,No,,Bangalore
8697,Zara Mehta,Female,2025,"ML/AI, Data Science, Java",1,4,2,,,,0,Yes,M.Tech,Hyderabad
8698,Suresh Das,Male,2025,"Python, UI/UX Design, Cloud (AWS/Azure/GCP)",1,4,4,TCS,Established,EdTech,1554318,Yes,MS (USA/EU),Mumbai
8699,Manish Mishra,Male,2024,"Data Science, C++, Python, DevOps",0,5,2,,,,0,Yes,MBA,Kolkata
8700,Aditya Kumar,Male,2024,"DevOps, Blockchain",1,9,4,Cognizant,Established,Manufacturing,1397390,No,,Hyderabad
8701,Myra Das,Female,2023,"Networking, Python",2,10,1,Adobe,Established,FinTech,2167846,No,,Pune
8702,Kiara Das,Female,2025,"Python, Java, Data Science, Networking, Cybersecurity",1,5,3,Byju's,Startup,Automotive,862285,No,,Delhi
8703,Dhruv Chakraborty,Male,2023,"ML/AI, Embedded Systems",0,4,1,Paytm,Startup,IT Services,668524,No,,Delhi
8704,Nikhil Mishra,Male,2023,"Blockchain, Digital Marketing, Python, ML/AI",2,8,3,L&T Technology Services,Established,Logistics,1538875,No,,Chennai
8705,Kunal Mehta,Male,2024,"UI/UX Design, Data Science",1,2,2,,,,0,No,,Mumbai
8706,Siddharth Mishra,Male,2025,"Cloud (AWS/Azure/GCP), Web Dev (Full Stack), Java, ML/AI",0,5,3,Meta,Established,IT Services,2384665,No,,Pune
8707,Aditya Yadav,Male,2024,"Embedded Systems, Data Science, Digital Marketing, DevOps, UI/UX Design",1,4,4,Wipro,Established,Manufacturing,1391600,No,,Chennai
8708,Aryan Kaur,Male,2022,"Web Dev (Full Stack), C++, Embedded Systems, Networking, Cybersecurity",0,2,1,,,,0,No,,Pune
8709,Reyansh Mishra,Male,2025,"Embedded Systems, DevOps, ML/AI",3,1,0,,,,0,Yes,MBA,Hyderabad
8710,Isha Kumar,Female,2022,ML/AI,0,8,4,Capgemini,Established,FinTech,1593121,No,,Delhi
8711,Saanvi Tiwari,Female,2022,"Networking, DevOps, Blockchain",0,4,1,Ola,Startup,Consulting,460699,No,,Bangalore
8712,Zara Jain,Female,2023,"Networking, ML/AI",1,7,4,Flipkart,Established,FinTech,1470783,No,,Hyderabad
8713,Kiara Jain,Female,2024,Digital Marketing,3,8,4,HCLTech,Established,Manufacturing,1492491,No,,Kolkata
8714,Aanya Kaur,Female,2023,"Java, Data Science, DevOps",0,2,2,,,,0,Yes,Data Science,Pune
8715,Nikhil Tiwari,Male,2023,"Cybersecurity, Blockchain, Web Dev (Full Stack), ML/AI, Digital Marketing",0,3,0,,,,0,Yes,PhD,Hyderabad
8716,Siddharth Das,Male,2023,"Cloud (AWS/Azure/GCP), Digital Marketing, Embedded Systems",1,5,2,Amazon,Established,Logistics,961984,No,,Hyderabad
8717,Neha Nair,Female,2022,"Cloud (AWS/Azure/GCP), Python, UI/UX Design, Data Science",0,7,1,Paytm,Startup,E-commerce,464353,Yes,Cybersecurity,Ahmedabad
8718,Neha Pillai,Female,2023,"Cybersecurity, Python",3,5,0,Adobe,Established,Consulting,2104852,No,,Hyderabad
8719,Priyanshu Pillai,Male,2022,"Java, Embedded Systems, Cybersecurity, Digital Marketing, UI/UX Design",2,5,1,,,,0,Yes,AI/ML,Chennai
8720,Siddharth Nair,Male,2023,"Networking, C++, Blockchain",3,1,0,,,,0,Yes,MBA,Mumbai
8721,Gaurav Yadav,Male,2025,"Cloud (AWS/Azure/GCP), Python",3,5,1,,,,0,Yes,MBA,Ahmedabad
8722,Amit Kaur,Male,2022,"Data Science, Java",2,6,3,Dr. Reddy's Labs,Established,Consulting,2373815,No,,Mumbai
8723,Shaurya Chakraborty,Male,2023,"C++, DevOps, Cybersecurity",3,7,3,HCLTech,Established,Logistics,1123376,No,,Jaipur
8724,Suresh Kumar,Male,2025,"Networking, Data Science, Blockchain, C++",1,8,2,Adobe,Established,E-commerce,1589909,No,,Delhi
8725,Suresh Chakraborty,Male,2022,Blockchain,3,6,3,Google,Established,IT Services,393769,No,,Pune
8726,Rani Jain,Female,2025,"C++, Blockchain, Data Science, UI/UX Design, Embedded Systems",0,6,4,Cognizant,Established,IT Services,748612,No,,Chennai
8727,Diya Tiwari,Female,2025,"Cloud (AWS/Azure/GCP), Web Dev (Full Stack)",2,4,4,Cisco,Established,Manufacturing,1424011,No,,Ahmedabad
8728,Dhruv Yadav,Male,2025,"DevOps, UI/UX Design, Python",2,8,3,Adobe,Established,Manufacturing,863787,No,,Delhi
8729,Priyanshu Kumar,Male,2024,"Python, C++, Networking, Web Dev (Full Stack), Cybersecurity",1,6,3,L&T Technology Services,Established,FinTech,1811134,No,,Pune
8730,Dev Nair,Male,2024,"ML/AI, Python, DevOps, Data Science",1,1,0,,,,0,Yes,M.Tech,Bangalore
8731,Ananya Gupta,Female,2023,"Cloud (AWS/Azure/GCP), DevOps, ML/AI",0,10,3,Capgemini,Established,Consulting,1424459,No,,Chennai
8732,Kunal Tiwari,Male,2025,"Networking, Blockchain",1,8,3,Flipkart,Established,Consulting,1465818,No,,Ahmedabad
8733,Dev Roy,Male,2023,Data Science,2,2,2,,,,0,No,,Delhi
8734,Pari Kumar,Female,2023,"UI/UX Design, Digital Marketing, Cybersecurity",1,5,4,Microsoft,Established,Automotive,1761588,No,,Hyderabad
8735,Riya Jain,Female,2022,"Data Science, Web Dev (Full Stack)",2,5,3,Jio Platforms,Established,Consulting,800707,Yes,Cybersecurity,Ahmedabad
8736,Yash Verma,Male,2023,"Cybersecurity, UI/UX Design, Networking, Blockchain, ML/AI",1,5,0,,,,0,No,,Hyderabad
8737,Sia Prakash,Female,2022,"Data Science, Web Dev (Full Stack), Blockchain, C++",3,2,2,,,,0,No,,Pune
8738,Aditya Mishra,Male,2024,"Networking, Java, Blockchain, DevOps, Data Science",2,3,2,Amazon,Established,Consulting,1210123,No,,Delhi
8739,Pari Das,Female,2023,"C++, Java, Cloud (AWS/Azure/GCP), Cybersecurity",3,10,4,Paytm,Startup,FinTech,1009464,Yes,M.Tech,Hyderabad
8740,Jyoti Nair,Female,2025,"Java, Data Science",0,5,3,L&T Technology Services,Established,EdTech,2435187,No,,Mumbai
8741,Siddharth Das,Male,2024,"Cloud (AWS/Azure/GCP), ML/AI, Python",0,3,1,,,,0,Yes,MS (USA/EU),Delhi
8742,Isha Verma,Female,2022,"DevOps, Blockchain, Cloud (AWS/Azure/GCP), Networking, Data Science",0,6,3,Tech Mahindra,Established,Automotive,999929,No,,Chennai
8743,Vivaan Tiwari,Male,2024,"Web Dev (Full Stack), DevOps, Cybersecurity",0,6,2,Capgemini,Established,E-commerce,1821466,No,,Mumbai
8744,Sia Prakash,Female,2025,"Cybersecurity, Data Science, UI/UX Design, Web Dev (Full Stack)",1,7,4,Dr. Reddy's Labs,Established,E-commerce,1477633,No,,Chennai
8745,Myra Reddy,Female,2022,"DevOps, Java",2,10,4,Ola,Startup,Logistics,1034259,No,,Chennai
8746,Kirti Prakash,Female,2023,"UI/UX Design, Python, Cloud (AWS/Azure/GCP)",2,6,3,L&T Technology Services,Established,EdTech,1195876,No,,Chennai
8747,Aryan Yadav,Male,2022,"UI/UX Design, Networking, Web Dev (Full Stack), C++",2,2,0,,,,0,No,,Hyderabad
8748,Priyanshu Kumar,Male,2022,Python,1,5,2,L&T Technology Services,Established,Automotive,1603705,No,,Pune
8749,Yash Gupta,Male,2022,"ML/AI, Embedded Systems",1,2,1,Capgemini,Established,FinTech,1045124,Yes,MS (USA/EU),Hyderabad
8750,Ankit Kaur,Male,2023,"Digital Marketing, Cloud (AWS/Azure/GCP), C++",2,4,3,Tech Mahindra,Established,FinTech,662776,No,,Bangalore
8751,Zara Gupta,Female,2024,"Digital Marketing, Web Dev (Full Stack), Data Science",2,7,3,Ola,Startup,Logistics,708876,No,,Ahmedabad
8752,Nikhil Roy,Male,2024,"C++, DevOps",0,1,3,Swiggy,Startup,EdTech,413132,No,,Kolkata
8753,Rajesh Verma,Male,2022,"Python, ML/AI",0,2,1,,,,0,No,,Kolkata
